hdf5_path,demo_id,environment,onset_idx,peak_idx,post_idx,action,grip_type,object_name,object_category,grip_type_grouped
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_039,office_csail_p1,7,14,67,pulling,Fixed Hook,cabinet drawer handle,handle,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_042,office_csail_p1,22,51,60,sliding,Index Finger Extension,espresso machine water reservoir lid,appliance,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_000,hardware_homedepot_p3,33,81,92,pulling,Small Diameter,sliding glass door handle,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_026,office_ml_p2,40,52,55,tilting,Prismatic 2 Finger,computer monitor,monitor,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_048,home_bedroom,40,160,162,pressing,Palmar,red knit glove,glove,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_086,hardware_homedepot_p3,64,112,124,pressing,Index Finger Extension,gravity gate latch display piece,hardware,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_090,hardware_homedepot_p3,39,46,60,touching,Index Finger Extension,blister pack containing a metal hasp latch,hardware,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_116,office_csail_p1,12,14,43,moving,Palmar,vertical ergonomic computer mouse,mouse,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_ygf_p1.hdf5,demo_11,eat_ygf_p1,47,112,135,serving,Light Tool,serving tongs,utensil,Light Tool
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_069,home_kitchen_p1,9,13,240,placing,Small Diameter,kitchen knife,knife,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_20,hardware_homedepot_p4,26,367,380,holding,Small Diameter,push broom,cleaning item,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_038,hardware_homedepot_p2,8,14,55,tilting,Medium Wrap,miter saw handle,power tool,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_047,office_ml_p1,8,13,51,resting hand,Palmar,office chair armrest,chair,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_256,office_ml_p2,7,14,71,pressing,Index Finger Extension,inline light/power switch module,switch,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_001,hardware_homedepot_p5,29,37,49,picking up,Small Diameter,toilet plunger,cleaning item,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_078,grocery_target_p1,31,46,54,touching,Tip Pinch,white watering can with brass spout,container,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p3.hdf5,demo_34,home_kitchen_p3,10,14,27,scraping,Small Diameter,fork,cutlery,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_154,home_kitchen_p1,43,85,85,picking up,Sphere 3 Finger,orange,fruit,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_56,grocery_target_p2,35,306,318,zipping,Tip Pinch,backpack zipper pull,zipper,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_plant.hdf5,demo_40,grocery_plant,26,57,68,adjusting,Tip Pinch,glass Christmas ornament,unknown object,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_026,office_csail_p2,96,105,115,plugging in,Prismatic 2 Finger,USB-C plug for laptop,plug,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_046,hardware_homedepot_p3,23,123,123,pulling,Small Diameter,door handle,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_14,grocery_tj,9,14,19,pushing,Palmar,shopping cart handle,handle,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_034,home_kitchen_p1,50,90,92,placing,Prismatic 3 Finger,wooden chopstick,utensil,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_16,grocery_target_p2,217,250,264,pushing,Medium Wrap,shopping cart handle,handle,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_112,office_ml_p2,5,13,23,moving,Fixed Hook,plastic stacking chair,chair,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_249,office_ml_p2,8,14,26,adjusting,Tip Pinch,aluminum device enclosure (square box with droplet logo),box,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_114,office_ml_p2,59,78,84,pressing,Palmar,small tan booklet,book,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_65,fablab_ml_p1,7,13,41,picking up,Small Diameter,wooden mallet,hammer,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_48,grocery_target_p2,55,114,116,carrying,Small Diameter,hula hoop,sports equipment,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_163,hardware_homedepot_p5,27,38,44,picking up,Prismatic 2 Finger,wooden slatted crate,box,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_078,hardware_homedepot_p2,65,105,111,scanning,Prismatic 2 Finger,handheld barcode scanner,sensor,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p2.hdf5,demo_32,home_kitchen_p2,41,303,317,picking up,Tip Pinch,dragon fruit slice,fruit,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_185,office_ml_p2,683,830,843,picking up,Tip Pinch,ID badge on lanyard,card,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_327,office_ml_p1,7,13,95,switching on,Index Finger Extension,wall light switch,switch,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p3.hdf5,demo_22,fablab_ml_p3,56,90,96,picking up,Light Tool,rotary cutter,hand tool,Light Tool
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_07,grocery_tj,27,129,138,touching,Index Finger Extension,frozen waffle box,packaged food,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_009,home_kitchen_p1,5,6,160,picking up,Prismatic 4 Finger,soda can 12-pack carton,package,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_70,fablab_ml_p2,53,125,129,placing,Small Diameter,cordless work light,light,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_050,grocery_target_p1,46,58,64,touching,Tip Pinch,drinking glass,glass,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_051,grocery_target_p1,43,68,79,grasping,Tip Pinch,clear drinking glass (tumbler),drinkware,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_018,office_csail_p2,28,58,62,pushing,Palmar,pantry cabinet door,cabinet,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_102,hardware_homedepot_p3,398,556,560,carrying,Small Diameter,cordless leaf blower,power tool,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_ygf_p2.hdf5,demo_09,eat_ygf_p2,71,108,112,picking up,Writing Tripod,chopsticks,utensil,Writing Tripod
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_092,hardware_homedepot_p2,10,11,31,picking up,Small Diameter,telescoping magnetic pick-up tool,hand tool,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_016,grocery_target_p1,21,72,74,adjusting,Tip Pinch,condiment squeeze bottle with nozzle cap,bottle,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_034,home_bedroom,151,327,331,spraying,Light Tool,spray bottle,bottle,Light Tool
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_090,hardware_homedepot_p2,59,74,80,picking up,Tip Pinch,driveway marker stake,stick,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_064,office_csail_p2,35,95,96,pulling,Fixed Hook,mini fridge door handle,handle,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_101,home_bedroom,54,111,123,picking up,Tip Pinch,garment from laundry basket,clothing item,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_101,hardware_homedepot_p5,225,346,351,pulling,Small Diameter,microwave oven door handle,handle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_17,fablab_ml_p1,182,201,210,placing,Prismatic 2 Finger,bar clamp,hand tool,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_021,office_csail_p1,62,93,102,grasping,Prismatic 2 Finger,ceramic coffee mug with spoon,mug,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_062,hardware_homedepot_p5,19,44,52,pulling,Fixed Hook,refrigerator door handle,handle,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_36,grocery_target_p2,8,14,24,pressing,Medium Wrap,spray cleaner bottle,cleaning item,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_ygf_p2.hdf5,demo_26,eat_ygf_p2,7,13,32,scooping,Small Diameter,black soup spoon,utensil,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_027,office_ml_p2,6,7,40,tilting,Tip Pinch,computer monitor,monitor,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_153,home_kitchen_p1,22,36,41,pulling,Medium Wrap,refrigerator door handle,handle,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_268,office_ml_p2,38,58,61,placing,Writing Tripod,ballpoint pen,pen,Writing Tripod
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_055,home_bedroom,5,8,23,picking up,Tip Pinch,nylon zip tie,fastener,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_069,hardware_homedepot_p2,42,70,72,pressing,Small Diameter,Ryobi compact cordless screwdriver,power tool,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_61,hardware_homedepot_p4,103,145,152,placing,Fixed Hook,5-gallon plastic bucket,container,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_186,home_kitchen_p1,23,40,43,adjusting,Medium Wrap,Instant Pot pressure cooker lid handle,appliance,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_plant.hdf5,demo_11,grocery_plant,106,156,160,touching,Tip Pinch,small potted succulent,plant,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_036,hardware_homedepot_p5,25,57,67,attaching,Small Diameter,pull-down faucet spray head,faucet,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_76,grocery_tj,48,60,70,touching,Index Finger Extension,feather cat toy,pet item,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_08,grocery_target_p2,28,91,101,grasping,Prismatic 2 Finger,plastic wastebasket,container,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_064,home_bedroom,32,58,59,picking up,Tip Pinch,small plastic parts pouch,package,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_088,office_ml_p1,116,207,220,placing,Prismatic 3 Finger,clear acrylic phone stand,unknown object,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_048,office_ml_p2,5,48,49,picking up,Light Tool,aerosol spray can with pistol-grip trigger,can,Light Tool
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_236,office_ml_p1,31,67,78,picking up,Prismatic 2 Finger,printed sheet of paper,paper,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_009,office_csail_p1,9,14,31,pressing,Index Finger Extension,battery charger with status LED,charger,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_10,hardware_homedepot_p4,8,14,92,carrying,Medium Wrap,garden hoe,hand tool,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_174,office_ml_p2,6,14,41,pressing,Index Finger Extension,computer monitor power button,button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_175,home_kitchen_p1,11,12,45,picking up,Precision Disk,metal jar lid,component,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_033,office_csail_p1,19,60,67,lifting,Prismatic 2 Finger,laptop lid,computer,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_035,grocery_target_p1,32,72,72,picking up,Tip Pinch,garlic press,utensil,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_110,office_csail_p1,5,12,32,removing,Tip Pinch,beige coat,clothing item,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_094,hardware_homedepot_p2,32,85,87,placing,Lateral,RIDGID vacuum hose lock clamp package,package,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_095,hardware_homedepot_p5,29,33,35,pulling,Fixed Hook,refrigerator door handle,refrigerator,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p2.hdf5,demo_54,fablab_ml_p2,5,12,38,pulling,Prismatic 3 Finger,yellow metal cabinet door,cabinet,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_043,office_ml_p2,24,49,60,pressing,Index Finger Extension,power button on black electronic unit,button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_114,grocery_target_p1,67,88,92,placing,Tip Pinch,woven round side table,table,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p3.hdf5,demo_27,home_kitchen_p3,10,14,161,scooping,Tripod,metal spoon,cutlery,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_102,office_csail_p1,64,96,98,switching on,Tip Pinch,light switch,switch,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_60,fablab_ml_p1,111,131,145,adjusting,Tip Pinch,orange-handled scissors,scissors,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_48,hardware_homedepot_p4,40,56,60,picking up,Tip Pinch,paper lawn bag,bag,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_066,office_csail_p2,23,41,47,picking up,Small Diameter,aluminum soda can in refrigerator door,can,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_182,hardware_homedepot_p5,47,72,77,placing,Prismatic 2 Finger,foam packing roll,construction material,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_006,office_ml_p2,45,51,56,plugging in,Prismatic 2 Finger,USB power adapter,charger,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_074,office_csail_p1,33,42,46,pushing,Extension Type,cabinet door,cabinet,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_153,hardware_homedepot_p5,44,155,167,holding,Small Diameter,microfiber duster with blue handle,cleaning item,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_63,grocery_tj,418,535,537,picking up,Prismatic 2 Finger,tuna can,can,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_mcdonalds.hdf5,demo_23,eat_mcdonalds,9,12,30,pulling,Tip Pinch,small paper food bag,bag,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_025,office_csail_p1,7,12,78,pulling,Fixed Hook,desk edge,table,Fixed Hook
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p3.hdf5,demo_38,fablab_ml_p3,26,71,72,moving,Small Diameter,dead-blow mallet,hand tool,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_164,office_ml_p2,8,12,130,typing,Index Finger Extension,computer keyboard,keyboard,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_156,hardware_homedepot_p5,24,78,86,carrying,Small Diameter,telescoping duster pole,cleaning item,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p1.hdf5,demo_27,hardware_homedepot_p1,36,80,88,pulling,Ring,orange folding barrier handle,handle,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_mcdonalds.hdf5,demo_24,eat_mcdonalds,137,177,188,adjusting,Prismatic 2 Finger,soft-serve ice cream cup,cup,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_19,fablab_ml_p1,176,312,320,placing,Light Tool,utility knife (box cutter),hand tool,Light Tool
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_100,hardware_homedepot_p3,29,50,56,picking up,Prismatic 2 Finger,swivel caster wheel,hardware,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p4.hdf5,demo_30,hardware_homedepot_p4,50,101,105,placing,Small Diameter,bar clamp,hand tool,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_132,home_kitchen_p1,37,81,87,placing,Tip Pinch,clear plastic mixing bowl,bowl,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_108,hardware_homedepot_p5,19,68,73,pushing,Medium Wrap,oven door handle,handle,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_112,hardware_homedepot_p3,9,13,17,holding,Medium Wrap,pick mattock,hand tool,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_030,hardware_homedepot_p3,21,37,43,sliding,Parallel Extension,metal shelf rail on door-hardware display,handle,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_109,office_ml_p1,95,334,344,placing,Prismatic 3 Finger,mini puzzle cube,toy,Prismatic 3 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_213,office_ml_p1,25,69,70,spraying,Small Diameter,aerosol cleaning spray can,cleaning item,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_008,hardware_homedepot_p2,9,14,81,picking up,Prismatic 2 Finger,vinyl fence post cap,construction material,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_057,office_ml_p1,36,88,96,moving,Medium Wrap,office chair backrest,chair,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_26,grocery_target_p2,177,211,215,touching,Index Finger Extension,handheld shrink wrap roll,tape,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p3.hdf5,demo_36,fablab_ml_p3,33,146,156,placing,Small Diameter,wooden mallet,hammer,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p2.hdf5,demo_36,home_kitchen_p2,107,178,192,picking up,Light Tool,fork,cutlery,Light Tool
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_058,office_ml_p1,5,13,38,pushing,Medium Wrap,office chair backrest,chair,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_075,office_ml_p1,37,67,70,touching,Ventral,white desk surface,table,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_126,hardware_homedepot_p3,5,57,70,grasping,Small Diameter,bar clamp (F-clamp) with red screw handle,hand tool,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_122,office_ml_p1,31,221,231,placing,Tip Pinch,piece of colored chalk,marker,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_ygf_p2.hdf5,demo_11,eat_ygf_p2,107,131,135,serving,Light Tool,kitchen tongs,utensil,Light Tool
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_016,office_ml_p1,5,14,41,picking up,Prismatic 2 Finger,spoon,cutlery,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p1.hdf5,demo_030,office_csail_p1,78,120,125,pressing,Index Finger Extension,standing desk control panel button,button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p1.hdf5,demo_095,grocery_target_p1,37,67,69,picking up,Tip Pinch,amber ribbed glass dessert bowl,bowl,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_52,grocery_tj,64,148,157,picking up,Tip Pinch,garlic bulb,vegetable,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_145,hardware_homedepot_p5,42,99,102,touching,Tip Pinch,crystal cube pendant light sample,light,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_csail_p2.hdf5,demo_083,office_csail_p2,5,13,59,picking up,Small Diameter,Diet Coke can,can,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p3.hdf5,demo_39,fablab_ml_p3,5,11,84,picking up,Small Diameter,dead-blow mallet,hammer,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_066,hardware_homedepot_p2,58,84,90,touching,Index Finger Extension,Ryobi portable fan,appliance,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_bedroom.hdf5,demo_051,home_bedroom,48,71,72,picking up,Prismatic 2 Finger,pack of sticky notes,paper,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_122,hardware_homedepot_p3,267,335,336,placing,Small Diameter,small pickaxe (rock hammer),hand tool,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_84,fablab_ml_p1,12,14,102,placing,Light Tool,yellow-handled screwdriver,screwdriver,Light Tool
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_75,grocery_target_p2,5,63,65,picking up,Power Sphere,American football,ball,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_048,hardware_homedepot_p3,29,56,58,pressing,Index Finger Extension,lock display demo button,button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/fablab_ml_p1.hdf5,demo_56,fablab_ml_p1,73,146,148,placing,Writing Tripod,gray marker,marker,Writing Tripod
/Users/cassandrahe/Documents/6.S985/opentouch/data/eat_mcdonalds.hdf5,demo_41,eat_mcdonalds,6,7,30,holding,Medium Wrap,soda cup with straw,cup,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_tj.hdf5,demo_26,grocery_tj,25,62,70,feeling,Tip Pinch,persimmon,fruit,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_033,office_ml_p1,76,106,116,wiping,Palmar,paper towel,cleaning item,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_90,grocery_target_p2,47,59,61,picking up,Small Diameter,yellow water bottle with top carry handle,bottle,Small Diameter
/Users/cassandrahe/Documents/6.S985/opentouch/data/home_kitchen_p1.hdf5,demo_048,home_kitchen_p1,33,43,43,pressing,Index Finger Extension,espresso machine brew button,button,Index Finger Extension
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p2.hdf5,demo_059,hardware_homedepot_p2,98,134,142,grasping,Medium Wrap,Makita circular saw rear handle,power tool,Medium Wrap
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_125,hardware_homedepot_p5,60,128,137,turning,Prismatic 2 Finger,stove control knob,knob,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p5.hdf5,demo_176,hardware_homedepot_p5,6,13,37,picking up,Prismatic 2 Finger,plastic storage box with yellow lid,box,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/hardware_homedepot_p3.hdf5,demo_069,hardware_homedepot_p3,62,243,253,inspecting,Tip Pinch,black door pull handle (display sample),handle,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_02,grocery_target_p2,53,81,86,placing,Prismatic 2 Finger,clear plastic storage bin,container,Prismatic 2 Finger
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_73,grocery_target_p2,11,14,239,examining,Tip Pinch,flying ring (Aerobie-style disc),sports equipment,Tip Pinch
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p2.hdf5,demo_108,office_ml_p2,20,42,45,aligning,Adducted Thumb,paperback book on shelf,book,Other
/Users/cassandrahe/Documents/6.S985/opentouch/data/office_ml_p1.hdf5,demo_078,office_ml_p1,7,13,29,pressing,Palmar,computer mouse with orange scroll wheel,mouse,Palmar
/Users/cassandrahe/Documents/6.S985/opentouch/data/grocery_target_p2.hdf5,demo_18,grocery_target_p2,37,60,71,sliding,Index Finger Extension,plastic storage drawer,drawer,Index Finger Extension
